Category,Course Code,Course Name,Credits,URL
Core F - Courses Related to Major,MGT2210,Information Systems and Digital Transformation,3,https://catalog.gatech.edu/search/?P=MGT%202210
Core F - Courses Related to Major,MGT2250,Management Statistics,3,https://catalog.gatech.edu/search/?P=MGT%202250
Core F - Courses Related to Major,MGT2255,Quantitative Analysis for Business,3,https://catalog.gatech.edu/search/?P=MGT%202255
Major Requirements,LMC3403,Technical Communication, Theory and Practice,3,https://catalog.gatech.edu/search/?P=LMC%203403
Major Requirements,MGT3062,Financial Management,3,https://catalog.gatech.edu/search/?P=MGT%203062
Major Requirements,MGT3101,Organizational Behavior,3,https://catalog.gatech.edu/search/?P=MGT%203101
Major Requirements,MGT3102,Managing Human Resources within a Regulatory Environment,3,https://catalog.gatech.edu/search/?P=MGT%203102
Major Requirements,MGT3300,Marketing Management I,3,https://catalog.gatech.edu/search/?P=MGT%203300
Major Requirements,MGT3501,Operations Management,3,https://catalog.gatech.edu/search/?P=MGT%203501
Major Requirements,MGT3599,Career Development Workshop,1,https://catalog.gatech.edu/search/?P=MGT%203599
Major Requirements,MGT3660,International Business,3,https://catalog.gatech.edu/search/?P=MGT%203660
Major Requirements,MGT3659,Foundations of Strategy,3,https://catalog.gatech.edu/search/?P=MGT%203659
Strategy and Innovation Concentration,Group A(all courses required):,
Strategy and Innovation Concentration,MGT3664,Corporate Strategy,3,https://catalog.gatech.edu/search/?P=MGT%203664
Strategy and Innovation Concentration,MGT4196,Strategy Consulting Practicum,3,https://catalog.gatech.edu/search/?P=MGT%204196
Strategy and Innovation Concentration,MGT4220,Integrative Management Experience,3,https://catalog.gatech.edu/search/?P=MGT%204220
Concentration electives: 1,29,Group B:,
Concentration electives: 1,29,MGT3661,Advanced Concepts in International Business,,https://catalog.gatech.edu/search/?P=MGT%203661
Concentration electives: 1,29,MGT3662,Management in the Healthcare Sector,,https://catalog.gatech.edu/search/?P=MGT%203662
Concentration electives: 1,29,MGT3663,Technology Strategy,,https://catalog.gatech.edu/search/?P=MGT%203663
Concentration electives: 1,29,MGT 4803,Behavioral Economics,
Concentration electives: 1,29,MGT 4803,Global Strategy,
Concentration electives: 1,29,MGT 4803,IP Strategy,
Concentration electives: 1,29,MGT 4803,Managerial Economics and Strategic Behavior,
Concentration electives: 1,29,MGT 4803,Strategic Entrepreneurship,
Concentration electives: 1,29,Group C:,
Concentration electives: 1,29,MGT3510,Management of Technology,,https://catalog.gatech.edu/search/?P=MGT%203510
Concentration electives: 1,29,MGT3743,Analysis of Emerging Technologies,,https://catalog.gatech.edu/search/?P=MGT%203743
Concentration electives: 1,29,MGT3744,Managing Product, Service & Technology Development,,https://catalog.gatech.edu/search/?P=MGT%203744
Concentration electives: 1,29,MGT4050,Business Analytics,,https://catalog.gatech.edu/search/?P=MGT%204050
Concentration electives: 1,29,MGT4072,Entrepreneurial Finance,,https://catalog.gatech.edu/search/?P=MGT%204072
Concentration electives: 1,29,MGT4341,Management of Healthcare Operations,,https://catalog.gatech.edu/search/?P=MGT%204341
Concentration electives: 1,29,MGT4670,Entrepreneurship,,https://catalog.gatech.edu/search/?P=MGT%204670
Concentration electives: 1,29,MGT 4803,Sustainable Business Practicum,
Concentration electives: 1,29,MGT 4803,Innovation Tournaments for Sustainability,
Non-MGT Electives,Non-MGT Electives,6
Free Electives,Free Electives,10
Free Electives,Total Credit Hours,122
