Category,Course Code,Course Name,Credits,URL
Engineering Electives 8,9,MSE2001,Principles and Applications of Engineering Materials,3,https://catalog.gatech.edu/search/?P=MSE%202001
Engineering Electives 8,9,MSE3012,Thermal and Transport Properties of Materials,3,https://catalog.gatech.edu/search/?P=MSE%203012
Engineering Electives 8,9,MSE3015,Electrical, Optical, and Magnetic Properties,3,https://catalog.gatech.edu/search/?P=MSE%203015
Engineering Electives 8,9,NRE3301,Radiation Physics,3,https://catalog.gatech.edu/search/?P=NRE%203301
Engineering Electives 8,9,Group 2,
Engineering Electives 8,9,AE4370,Life Cycle Cost Analysis,3,https://catalog.gatech.edu/search/?P=AE%204370
Engineering Electives 8,9,AE4701,Wind Engineering,3,https://catalog.gatech.edu/search/?P=AE%204701
Engineering Electives 8,9,AE4793,Composite Materials and Processes,3,https://catalog.gatech.edu/search/?P=AE%204793
Engineering Electives 8,9,ARCH6271,Healthcare Design of the Future,3,https://catalog.gatech.edu/search/?P=ARCH%206271
Engineering Electives 8,9,BIOS2400,Math Models in Biology,3,https://catalog.gatech.edu/search/?P=BIOS%202400
Engineering Electives 8,9,BIOS4740,Biologically-Inspired Design,3,https://catalog.gatech.edu/search/?P=BIOS%204740
Engineering Electives 8,9,BMED2300,Problems in Biomedical Engineering II,3,https://catalog.gatech.edu/search/?P=BMED%202300
Engineering Electives 8,9,BMED3400,Introduction to Biomechanics,3,https://catalog.gatech.edu/search/?P=BMED%203400
Engineering Electives 8,9,BMED4751,Introduction to Biomaterials,3,https://catalog.gatech.edu/search/?P=BMED%204751
Engineering Electives 8,9,CHBE4793,Composite Materials and Processes,3,https://catalog.gatech.edu/search/?P=CHBE%204793
Engineering Electives 8,9,COE3002,Intro to Microelectronics and Nanotechnology Revolution,3,https://catalog.gatech.edu/search/?P=COE%203002
Engineering Electives 8,9,CEE4225,Introduction to Coastal Engineering,3,https://catalog.gatech.edu/search/?P=CEE%204225
Engineering Electives 8,9,CEE4330,Air Pollution Engineering,3,https://catalog.gatech.edu/search/?P=CEE%204330
Engineering Electives 8,9,CEE4793,Composite Materials and Processes,3,https://catalog.gatech.edu/search/?P=CEE%204793
Engineering Electives 8,9,CP4310,Urban Transportation and Planning,3,https://catalog.gatech.edu/search/?P=CP%204310
Engineering Electives 8,9,CP4510,Fundamentals of Geographic Information Systems,3,https://catalog.gatech.edu/search/?P=CP%204510
Engineering Electives 8,9,ECE2031,Digital Design Laboratory,3,https://catalog.gatech.edu/search/?P=ECE%202031
Engineering Electives 8,9,ECE4755,Electronic Packaging Substrate Fabrication,3,https://catalog.gatech.edu/search/?P=ECE%204755
Engineering Electives 8,9,ISYE4740,Bio-Inspired Design,3,https://catalog.gatech.edu/search/?P=ISYE%204740
Engineering Electives 8,9,MATH4755,Mathematical Biology,3,https://catalog.gatech.edu/search/?P=MATH%204755
Engineering Electives 8,9,ME2110,Creative Decisions and Design,3,https://catalog.gatech.edu/search/?P=ME%202110
Engineering Electives 8,9,ME3057,Experimental Methodology and Technical Writing,3,https://catalog.gatech.edu/search/?P=ME%203057
Engineering Electives 8,9,ME4740,Biologically Inspired Design,3,https://catalog.gatech.edu/search/?P=ME%204740
Engineering Electives 8,9,ME4793,Composite Materials and Processes,3,https://catalog.gatech.edu/search/?P=ME%204793
Engineering Electives 8,9,MSE2021,Materials Characterization,3,https://catalog.gatech.edu/search/?P=MSE%202021
Engineering Electives 8,9,MSE3720,Introduction to Polymer/Fiber Enterprise,3,https://catalog.gatech.edu/search/?P=MSE%203720
Engineering Electives 8,9,MSE4751,Introduction to Biomaterials,3,https://catalog.gatech.edu/search/?P=MSE%204751
Engineering Electives 8,9,MSE4755,Electronic Packaging Substrate Fabrication,3,https://catalog.gatech.edu/search/?P=MSE%204755
Engineering Electives 8,9,MSE4793,Composite Materials and Processing,3,https://catalog.gatech.edu/search/?P=MSE%204793
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE8813,Special Topics in Operations Research (Must have title Math of Operations Research),3,https://catalog.gatech.edu/search/?P=ISYE%208813
Advanced Studies in Operations Research & Statistics Concentration 12,orMATH4317,Analysis I,3,https://catalog.gatech.edu/search/?P=MATH%204317
Advanced Studies in Operations Research & Statistics Concentration 12,Select two of the following:,6
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4133,Advanced Optimization,,https://catalog.gatech.edu/search/?P=ISYE%204133
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4232,Advanced Stochastic Systems,,https://catalog.gatech.edu/search/?P=ISYE%204232
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE6661,Linear Optimization,,https://catalog.gatech.edu/search/?P=ISYE%206661
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE6662,Discrete Optimization,,https://catalog.gatech.edu/search/?P=ISYE%206662
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE6663,Nonlinear Optimization,,https://catalog.gatech.edu/search/?P=ISYE%206663
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE6664,Stochastic Optimization,,https://catalog.gatech.edu/search/?P=ISYE%206664
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE6761,Stochastic Processes I,,https://catalog.gatech.edu/search/?P=ISYE%206761
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE6412,Theoretical Statistics,,https://catalog.gatech.edu/search/?P=ISYE%206412
Advanced Studies in Operations Research & Statistics Concentration 12,Select two of the following:,6
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE3103,Introduction to Supply Chain Modeling: Logistics,,https://catalog.gatech.edu/search/?P=ISYE%203103
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE3104,Introduction to Supply Chain Modeling: Manufacturing and Warehousing,,https://catalog.gatech.edu/search/?P=ISYE%203104
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE3106,Cornerstone Design for Industrial Engineers,,https://catalog.gatech.edu/search/?P=ISYE%203106
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE3039,Methods of Quality Improvement,,https://catalog.gatech.edu/search/?P=ISYE%203039
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4034,Decision and Data Analytics,,https://catalog.gatech.edu/search/?P=ISYE%204034
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4045,Advanced Simulation,,https://catalog.gatech.edu/search/?P=ISYE%204045
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4111,Advanced Supply Chain Logistics,,https://catalog.gatech.edu/search/?P=ISYE%204111
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4134,Constraint Programming,,https://catalog.gatech.edu/search/?P=ISYE%204134
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4301,Supply Chain Economics,,https://catalog.gatech.edu/search/?P=ISYE%204301
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4311,Capital Investment Analysis,,https://catalog.gatech.edu/search/?P=ISYE%204311
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4501,Energy, Efficiency, and Sustainability,,https://catalog.gatech.edu/search/?P=ISYE%204501
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4803,Special Topics (Advanced Manufacturing),,https://catalog.gatech.edu/search/?P=ISYE%204803
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4803,Special Topics (Facility Layout and Warehousing),,https://catalog.gatech.edu/search/?P=ISYE%204803
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4803,Special Topics (Health Systems Engineering),,https://catalog.gatech.edu/search/?P=ISYE%204803
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4803,Special Topics (Introduction to Machine Learning),,https://catalog.gatech.edu/search/?P=ISYE%204803
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4803,Special Topics (Online Learn/Decision Making),,https://catalog.gatech.edu/search/?P=ISYE%204803
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4803,Special Topics (Reliability Engineering),,https://catalog.gatech.edu/search/?P=ISYE%204803
Advanced Studies in Operations Research & Statistics Concentration 12,ISYE4803,Special Topics (Systems Design for IEs),,https://catalog.gatech.edu/search/?P=ISYE%204803
Free Electives 14,Free Electives,11
Free Electives 14,Total Credit Hours,128
