Category,Course Code,Course Name,Credits
HTS Specialization Electives9,HTS3027,The Civil Rights Movement,
HTS Specialization Electives9,HTS3068,Social Movements,
HTS Specialization Electives9,HTS3070,Culture and Society,
HTS Specialization Electives9,HTS3073,Sociology of Sports,
HTS Specialization Electives9,HTS3083,Technology and the Shaping of American Society,
HTS Specialization Electives9,HTS3100,Introduction to Museum Studies,
HTS Specialization Electives9,Global Studies,
HTS Specialization Electives9,HTS1031,Europe Since the Renaissance,
HTS Specialization Electives9,HTS2036,Revolutionary Europe: 1789-1914,
HTS Specialization Electives9,HTS2037,Twentieth Century Europe: 1914 to Present,
HTS Specialization Electives9,HTS2040,History of Islamic Societies,
HTS Specialization Electives9,HTS2041,History of the Modern Middle East,
HTS Specialization Electives9,HTS2051,Colonial Latin America and the World,
HTS Specialization Electives9,HTS2061,Traditional Asia and Its Legacy,
HTS Specialization Electives9,HTS2062,Asia in the Modern World,
HTS Specialization Electives9,HTS2100,"Sci, Tech & Modern World",
HTS Specialization Electives9,HTS3030,Medieval Europe: 350 to 1400,
HTS Specialization Electives9,HTS3031,European Labor History,
HTS Specialization Electives9,HTS3032,Modern European Intellectual History,
HTS Specialization Electives9,HTS3033,Medieval England,
HTS Specialization Electives9,HTS3035,Britain from 1815-1914,
HTS Specialization Electives9,HTS3036,Britain Since 1914,
HTS Specialization Electives9,HTS3038,The French Revolution,
HTS Specialization Electives9,HTS3039,Modern France,
HTS Specialization Electives9,HTS3041,Modern Spain,
HTS Specialization Electives9,HTS3043,Modern Germany,
HTS Specialization Electives9,HTS3045,Nazi Germany and the Holocaust,
HTS Specialization Electives9,HTS3046,"Science, Politics, and Culture in Nazi Germany",
HTS Specialization Electives9,HTS3048,Modern Russian History and Society,
HTS Specialization Electives9,HTS3051,Women and the Politics of Gender in the Middle East,
HTS Specialization Electives9,HTS3055,Globalization in the Modern Era,
HTS Specialization Electives9,HTS3061,Modern China,
HTS Specialization Electives9,HTS3062,Modern Japan,
HTS Specialization Electives9,HTS3063,Outposts of Empire: Comparative History of British,
